Business_name,positive,negative,factual,opinion,summary1,summary2,summary3
Achieve A-Nu-Yu,60.11873329,39.88126671,51.43003565,48.56996435,"- ""super paranoid worker outer"" hates to work out and doesn't want anyone to watch","- ""I've been training with Ernie for the past four weeks, and it's the best workouts"" ""if you're looking for a huge corporate gym with all the bells and whistles his won't be the place for you""",
90's Nails,60.10806424,39.89193576,47.63523461,52.36476539,"- reviewer had his first pedicure here, and it was fun to feel a little pampered",- the younger man did my fills most of the time and they were fine,- if you're getting a fill you can't beat the quick wait times.
Armstrong's Express,60.0997463,39.9002537,55.55110144,44.44889856,"- reviews: wings were good, but lacked more Cajun flavor and were a little greasy",- the calzone was outstanding,- Also their ranch is DA BOMB
Anthony's Barber Shop,60.06107391,39.93892609,54.16666667,45.83333333,- reviewer says he's been going to Anthony's barber shop since he was a little kid,- the barbers at Anthony's do it well and clean me up well enough,"- if it's packed with people, you're probably better off going to Sport Clips."
7-Eleven,59.96446078,40.03553922,40.10784314,59.89215686,"- the store itself was fine-had things I needed but this if this were a review for 7 Elevens overall-they really, really, REALLY, suck",- 7-Eleven standard fare made a 4-star affair by being clean and having friendly staff.,
#1 Cochran Hyundai - Monroeville,59.95799706,40.04200294,46.6717584,53.3282416,- Cochran Hyundai's check engine light came on just before a 1000-mile driving trip,"- the cause was determined to be minor, and in fact, had already been corrected",- the service center has me HIGHLY disappointed and here is why.
AnExquisite Massage,59.93163314,40.06836686,57.31527094,42.68472906,"- an Exquisite massage is a small, quaint massage shop","- Tiffany is a wonderful masseuse, powerful when necessary to knead out tough spots and muscle soreness","- if you haven't tried this establishment out, feel free to give her a call."
Alluring Designs Salon,59.88520408,40.11479592,46.19099948,53.80900052,"- reviewer: ""we haven't seen you in a long time","- get $10 off your next service"" reviewer: ""I've had one complimentary manicure in 10 years, and it was during my first or second visit"" ""I would definitely come back when in town for another manicure or to get my hair cut""",
Airy Pines Boarding Kennel,59.86433459,40.13566541,53.63395565,46.36604435,"- I picked up my dog on a Sunday, and her eyes were heavily and severely crusted with mucus and gook","- the owner lied and said it was ""one day"" of gook","- unless we get a refund, we will meet in small claims court."
Ace Lock,59.85741971,40.14258029,57.33111849,42.66888151,"- reviews: excellent business, professional courteous and extremely knowledgeable people",- don't go to Home Depot for key copies which won't even work,- get them here
31st Street Bridge,59.83108108,40.16891892,52.53753754,47.46246246,- the 31st street bridge is one of the great bridges in the Pittsburgh area,"- after a renovation a few years ago, this is still in perfect shape",- a nice wide sidewalk on the downstream side of the bridge offers stunning views of the river and downtown.
Allegheny Landing,59.8015873,40.1984127,54.8015873,45.1984127,"- Allegheny Landing is a beautiful space known for its sculpture court, recreational path, and stunning views of Pittsburgh fixtures",- park nearby and take a walk,"- it's beautiful, it's clean, and it's safe."
Allegheny Ford Isuzu Truck Sales,59.78333333,40.21666667,48.18888889,51.81111111,- cnn.com's report boot camp challenges reporters to think critically about their vehicles,- ireport.com: do you have a vehicle to sell? Send it to CNN report,- ireport.com: do you have a vehicle to sell?
Acri Community Realty,59.77140725,40.22859275,43.56290174,56.43709826,"- reviewer: ""all questions and concerns were addressed in a timely and complete manner"" ""I'm hoping pairing her up with the two new guys (TJ and Eric) on our board, she should soar!"" ""I have had ACRI as property manager where I live for about the past 3 years""",,
10th Street Tattoo and Body Piercing,59.75685104,40.24314896,48.33974954,51.66025046,- I went to 10th street to get a tattoo for my cousin's family reunion,- the shop was open until 2 am and there was a lot of quirky artwork and sketches,- I definitely would go back to took and recommend him to anyone looking to get a tattoo.
At Home,59.74091172,40.25908828,57.87478956,42.12521044,- the north hills at home is open! I've been waiting forever for this location to open,- pretty much all seasons are represented with Christmas at the forefront.,- which is a little off-putting in August
Acorn Pittsburgh,59.69064222,40.30935778,56.75705923,43.24294077,"- acorn is on the higher end for Pittsburgh, maybe about average for New York or Seattle",- the food is on par for what you might expect at a good big city restaurant,- the real problem is the noise
Abruzzi's,59.62059283,40.37940717,51.08605099,48.91394901,- Abruzzo's has moved into the Day's Inn I believe,- the owner gave us free dessert,"- the second time I went, sadly disappointed by the main dish"
Aspinwall Beans 'N' Cream,59.58971254,40.41028746,51.66533082,48.33466918,"- Spinal, California, is a small coffee and ice cream shop that supports other local businesses","- the ""beans"" are from Nicholas Coffee and the ""cream"" is Dave & Andy's","- they also sell a selection of breakfast pastries (scones, Scott, muffins, etc.) and fruit."
Alberto & Pasquale,59.56736301,40.43263699,56.6309239,43.3690761,- reviews: the service at Alberto & Pasquale's is absolutely incredible,"- ""I needed two suits and a shirt tailored, and it was done a day ahead of schedule...INCREDIBLE"" ""I couldn't be happier with the tailoring","- everything fits perfectly!"""
August Wilson Center For African American History,59.54371929,40.45628071,50.87927192,49.12072808,- this review is limited to the concert given by Broadway Tony winner Kelli O'Hara,- she sang at Sunday's wedding of Phillipa so to Steven Pasquale,"- she sang a tender song at the end but was given a callback to sing ""I could have danced all night"""
Andros Restaurant,59.48226825,40.51773175,56.64364847,43.35635153,"- reviewer: ""my experiences at Andres have been amazing"" ""dinner at Andres this afternoon was a ""Herculean"" disaster"" ""I will definitely be back to try Andres again,"" says reviewer.",,
Aji Picante,59.44943521,40.55056479,58.47266028,41.52733972,- AJI picante is a good balance between intimate and casual,- the restaurant is BYOB with no corkage fee,"- the menu includes 6 different creches, numerous ""small plate"" appetizers and sides."
Asian Fusion Bowl,59.44873272,40.55126728,52.40053763,47.59946237,- the owner reopened the doors and turned the grill back on just to make us something,"- our entrée was tasty, cooked to order with fresh ingredients, and lasted me three meals",- overall it is similar to but way healthier than a Panda Express.
Andrew's Steak and Seafood,59.38320858,40.61679142,53.55662393,46.44337607,- the steakhouse is tastefully decorated and feels upscale like it should,"- the casino is kept in the casino and if you didn't walk through it, you would never know that it is right outside the door",- the steak wasn't memorable in any capacity (not even in presentation)
Apple Inn,59.37214646,40.62785354,52.36373737,47.63626263,- the apple is decent if you live within walking distance but nothing to write home about,- the decor was perfect for a neighborhood bar-not too many gaudy signs like Jacks or blinding neon,- the only negative was the men's room-small and in need of an update.
AEY Nail Bar,59.36915069,40.63084931,45.88837353,54.11162647,- I'm giving this place 5 stars for quality of service and overall potential,- overall good experience but she lacks technical skill,- overall good experience but she lacks technical skill
8 Bit Evolution,59.35298295,40.64701705,60.99932597,39.00067403,"- I purchased the GBA shell on April 13, 2015",- I waited about a week and then started to check my mailbox 2 times a day,- on the 24th I decided to call the number on the site and no response at all.
Andy Warhol Bridge,59.30782985,40.69217015,49.39346885,50.60653115,- the Andy Warhol bridge is the middle bridge in the set of triplet bridges,- it's painted Aztec gold as most bridges in this city,- the museum is the largest museum in the world dedicated to the works of a single artist.
AirMarino Airport Parking,59.21717687,40.78282313,49.04297052,50.95702948,- CNN's johns utter gives air Marino a 5-star review,"-S utter: ""if you are going to use this company be careful"" Sutter: ""this incident shows exactly how careless they can be""",
Atria's,59.20732355,40.79267645,50.79768446,49.20231554,"- reviewer: ""I had the bananas foster French toast, a mimosa of some sort, and some pot roast nachos"" ""crime against potatoes"": ""soggy, limp, lukewarm, unseasoned fries"" ""the crab bisque was amazing, and the roasted special was cooked to perfection""",,
Allegheny Fence Construction Co Inc,59.17274306,40.82725694,49.26157407,50.73842593,- Allegheny fence removed an old chain-link fence in my backyard,- the company sent me a detailed contract with a drawing beforehand,- the price was less than half of what the other leading Pittsburgh fence company quoted.
Altimate Air Trampoline Park,59.16328829,40.83671171,51.81231231,48.18768769,- two 10-year-olds and an 8-year-old had a great time at this trampoline park,"- this is a nice, clean facility that even has teen and adult events on Friday and Saturday nights","- if you're an adult who likes to jump around, one of the best times to come is as soon as it opens."
380 Auction Discount Warehouse,59.15274064,40.84725936,57.7958153,42.2041847,"- 380 auction is filled with tons of items including Steelers stuff, auto care items, tools, garden items, snacks, jewelry, furniture, toys, housewares, and seasonal-specific gifts & decorations","- I could spend hours browsing the many rooms and departments, especially the tools and automotive departments.",
Antiques & Uniques of Bellevue,59.11666667,40.88333333,49.6625,50.3375,- vintage stuff is after all more interesting than anything at Macy's or Crate & Barrel,- I almost made the mistake of driving by thinking it was too small a shop,- I found a couple of great fountain pens that I haven't seen before.
Acacia,59.07376882,40.92623118,58.64936915,41.35063085,"- the bartender at Acacia was polite, professional and courteous","- despite the small number of people at the bar, it took more than 10 minutes before the bartender came to the table","- despite the small number of people in the place, the bartender never introduced herself."
1311,59.06856261,40.93143739,48.16049383,51.83950617,- a great place to belly up to the bar for cheap drinks and to catch a game,- this is a smoking establishment that has one long bar that runs the length of the business,- this is a smoking establishment that has one long bar that runs the length of the business.
AD's PCafe,59.06306137,40.93693863,42.29871602,57.70128398,- a new sign says half off appetizers from 8-12 at Sennett,"- ""I wasn't really feeling any of those greasy ones tonight,"" says one reviewer","- ""I like to eat my food without the side sauces first,"" says another reviewer."
Admiral Heating & Cooling,59.05907916,40.94092084,36.44338736,63.55661264,- admiral was able to identify the problem just from my phone conversation,"- great service, speedy response, reasonable price","- yelp review: ""the guy on the phone could just care less about the information"" yelp: ""we have them come once in the spring for AC checkup and once in the fall for Furnace"""
American Natural,59.05671296,40.94328704,51.71961064,48.28038936,"- reviews: clean, well organized, well lit c-store with excellent food options",- I almost got hit with a ball of saran wrap when I went to pay,- I left my stuff on the counter and walked out.
Artistic Tree & Landscape Creations,59.02777778,40.97222222,57.16666667,42.83333333,- grammatically correct reviews can be summarized into 3 bullet points,"- ATL creations provided a detailed, itemized written estimate 15% lower than the closest estimate","- crew was efficient, safe, and professional"
Arsenal Bowling Lanes,58.99399439,41.00600561,55.53506375,44.46493625,- the bowling alley at arsenal bowling alley is one of the best in the city,- the bowling alley has a lot of great daily specials and themes,- the bowling alley's DJ miserable is a total drag and miserable.
Alex and Ani Pittsburgh,58.98474605,41.01525395,53.05827232,46.94172768,- the second location opened on April 28th at Ross Park mall,- they specialize in bangle style bracelets made out of recycled materials,"- they also sell necklaces, adjustable rings, candles and even a fragrance scent."
Amili's Pizzeria,58.94413781,41.05586219,55.16207311,44.83792689,- the food tasted absolutely TERRIBLE,- the pizza wasn't even cut all the way through,- Not worth the wait
Aqua-World Pet Super Center,58.93991628,41.06008372,52.57198974,47.42801026,"- a male and a female cichlid died within a week, after the refund period","- molly fry died within a week, after the refund period, with a parasitic disease","- ""I would highly recommend this company to anyone"""
All God's Creatures,58.92422651,41.07577349,55.90450726,44.09549274,- all god's creatures grooms cats and dogs,"- a lion cut, a bath and trimmed nails are only 40 bucks",- a bald spot on a cat's butt has never happened at the groomer.
Audi Pittsburgh,58.90799663,41.09200337,46.87676768,53.12323232,"- reviews: ""this dealership is horrible at responding to people"" ""the best customer service I've had in a long time,"" says owner","- ""the staff at Pittsburgh Audi is first class,"" says owner pat the service manager.",
Andy's Taylor,58.87609484,41.12390516,52.06391154,47.93608846,"- reviews: timely, courteous, and reasonably priced",- customer service is not important here; expect a LONG wait,- customer service is not important here; there are 2 high school aged workers doing the pinning and helping customers.
Attic Record Store,58.84289322,41.15710678,50.58338487,49.41661513,- if you're into music this Pittsburgh staple is worth the trek to mill vale,- attic records is the best place to go to find the gamut of records for the music lover and collector,- attic has a nice stock of current music that you can tomb through.
AMC South Hills Village 10,58.84161086,41.15838914,52.63764881,47.36235119,"- the theater was dirty, the bathrooms a mess, and there was way too much ambient light in the small theater",- the women's room smells slightly like urine,- the south hills galleria is recently remodeled with extremely nice and spacious seating.
Arcade Comedy Theater,58.83655722,41.16344278,52.11345853,47.88654147,- arcade is a small theater that hosts a variety of different types of comedy shows,- the theater itself is quite small (probably only holds about 50–75 people) the downside is that you're packed into the theater like sardines with not much room to move.,
Archie's,58.76190476,41.23809524,50.05097002,49.94902998,"- the food was very good, but the food was served in plastic baskets with wax paper",- the waitress/bartender was distracted waiting on other customers,- the quality of the wings alone clearly made up for any service problems.
Alida's Woodfire Cucina,58.73885596,41.26114404,52.5778183,47.4221817,- the southern tier 2x IPA was my favorite,- the pizzas were all winners and cooked right in view of the tables,"- the tiramisu was delicate and delicious, but the pecan ball was one of the best desserts."
Artisan Colour Spa - Salon,58.70569249,41.29430751,45.45852895,54.54147105,"- reviewer came here for the first time to get her hair cut, and Karina was amazing",- she understood exactly what I wanted and needed very little direction,- she gave me a nice head & shoulder massage - definitely worth the cost.
Arendosh Heating and Cooling,58.64288263,41.35711737,51.27360562,48.72639438,- Aren dosh installed a new furnace and added in a new central air unit,- the maintenance team is a joke and calls tenants asking them to help do their jobs,- if you are a potential tenant be aware! You're adding a huge chunk to your living expenses.
Atria's Restaurant,58.63578476,41.36421524,49.06396188,50.93603812,"- reviews: ""service is 5 stars and food is very delicious"" ""I must be the minority who thinks this is way overrated"" ""I've been to a lot of Atria's, but this one the best""",,
Amazing Wok,58.59195821,41.40804179,57.6909621,42.3090379,"- the food is absolutely delicious, and it's the fastest delivery I have ever experienced",- general Tsar's chicken had as much breading as meat and was not spicy,- the duck was the real disappointment.
Asia Tea House,58.58942744,41.41057256,53.22335601,46.77664399,"- ""Asia tea house"" is one of the few places in Oakland that provides authentic Asian food for a good price","- ""my veggies were too greasy to eat, the rice was flavorless, and my sesame chicken had so much gristle"" ""this is the absolute worst food I've had in the city""",
Alterations Express,58.55716766,41.44283234,54.20341117,45.79658883,"- excellent service, very friendly and responsive, everything was available when they said it would be",- I brought over 10 items to be tailored that I've been holding onto for a few years,- I found the quality to be far superior to my previous tailor.
AAA,58.53581547,41.46418453,54.7376201,45.2623799,"- notary services could have been a good value add, but once again these shysters mucked it up","- I just called about notary services for members, and they have the nerve to charge $5 per stamp! My bank did it for free.",
Ali's Marketplace by Gluten Free Zone,58.50637052,41.49362948,50.39393939,49.60606061,"- reviews: ""I love this little place to get various gluten-free products"" ""the co-0p makes smoothies and juices all organic for you"" ""the co-0p makes smoothies and juices all organic for you""",,
AMF Noble Manor Lanes,58.5003125,41.4996875,49.69,50.31,- the bowling alley is one of my favorite bowling lanes in town,"- the prices for bowling are ridiculous, especially for children",- the food at the bowling alley is a little bit overpriced.
5ive Lounge,58.49612193,41.50387807,58.62734488,41.37265512,- a group of about 10 people went for happy hour on a Tuesday,- it took over an hour and a half to get 5 appetizers,- 5ive has a fantastic outdoor seating area.
Armstrong's Restaurant,58.48972775,41.51027225,53.29355033,46.70644967,"- Armstrong's is in a mainstay in Acropolis, tucked away in a strip mall at Thorn Run and Beaver Grade roads","- ""my food came out fast -- almost too fast",- the veal and breading (while crisp) were both unseasoned
Art's Tavern,58.48055556,41.51944444,58.10222222,41.89777778,"- sadly there are only 2 bartenders that are decent, the others are slow and rude",- music is mostly 2011 and older...new stuff is scattered here n there,"- any purse that goes in, gets checked and men are patted down - never ran into any issues."
Amazing Yoga,58.46758566,41.53241434,54.53935452,45.46064548,- amazing yoga is by far the best yoga studio I have been to in Pittsburgh,- the studio is clean and well maintained -- instructors are awesome and so are the girls that work the desk,"- for yogis looking for a great hot yoga class south of the Mon, this is your spot."
Artifacts,58.4599537,41.5400463,55.65396825,44.34603175,- artifacts is an admission-free museum where you won't learn a thing,"- on the second floor, seated at a four hundred-year-old dining table are life-size plush dwarfs from the Disney store","- artifacts is not just an antique store, although they have some amazing antiques."
AllGood Home Improvements,58.45238095,41.54761905,52.21957672,47.78042328,"- reviewer: ""if I could give 0 stars, I would"" ""they basically force you into the ""deal"" they offer at the time of the estimate or else you pay nearly double"" ""this company uses false advertising (60 percent off)",,
Ann's Chophouse,58.44677885,41.55322115,43.89125557,56.10874443,- the waitresses had to walk by us at least a dozen times each as the bar was on one side of us and the kitchen on the other,"- ""my husband and I tried out this place when our first choice was closed for the holiday"" the wings at Ann's are top-shelf.",
1-800-GOT-JUNK? Pittsburgh City,58.43863636,41.56136364,51.33143338,48.66856662,- 1800 got junk is a great garbage hauler in Philadelphia,- the staff at 1800 got junk was polite and efficient,- they removed an armor from a bedroom and dragged it across the floor.
Allcare Health and Rehabilitation,58.43511905,41.56488095,51.68829365,48.31170635,- CNN's Nina dos Santos gave chiropractors 5 stars for their care,- she was unable to move her neck because of a popped muscle,"- she went to a chiropractor, and he made her feel better"
5 Fools,58.41666667,41.58333333,69,31,"- this is full-on smoking bar, so be prepared if you are a non-smoker",- food and drink are exceptional,- Several electronic dart boards to challenge your skills
American Apparel,58.38716931,41.61283069,56.94338624,43.05661376,"- American Apparel is a great place to window-shop, however, everything is overwhelmingly overpriced","- American Apparel is a great place to window-shop, however, because everything is overwhelmingly overpriced.",
Action Tire Company,58.31352814,41.68647186,47.62510823,52.37489177,"- action tire specializes in tires, but also does 4-wheel alignment, brakes, and oil changes","- ""I have all of my cars serviced here","- Proper diagnosis of the problem, and complete repair"" ""action tire is the shop for you"""
15° Fahrenheit Rolled Ice Cream,58.2827861,41.7172139,58.5894728,41.4105272,- the entire system from placing your order to receive the final product is disorganized,"- the only thing enjoyable was the novelty, which fell flat as soon as you tasted the product","- the ice cream was good, though a little difficult to eat sometimes."
Adolfo's Restaurant,58.25841178,41.74158822,52.83780277,47.16219723,- the food is ok-- not bad but not great and the price is very high,- the veal scalloping which was average and nothing super special,"- the lunch menu consisted of your typical appetizers, salads, soup, regular pasta dishes."
Alteration World,58.23320578,41.76679422,46.68962585,53.31037415,- reviewer cancels an alteration appointment and is now taking her dress to Alteration World,"- the alteration is done in a week for about half the cost, with the same, if not better, quality",- the price is so reasonable I wonder how he stays in business.
"720 Music, Clothing and Cafe",58.20730013,41.79269987,58.95255816,41.04744184,"- 720 has had many iterations over the years, but it seems they've finally - pardon the pun - found their groove","- if hip hop, soul, R&B or local music is what you're after, stop here, and you'll likely find it (lots of 12’s too)",
Arthur Murray Monroeville,58.20542807,41.79457193,50.47251643,49.52748357,- the studio has new ownership/management as of the fall of 2013,"- if you're reading these reviews, you should know that this studio has new ownership/management",- you can come to as many newcomer classes as you want between your private lessons.
17th Street Cafe,58.17507871,41.82492129,54.4229306,45.5770694,"- reviewer: ""this place isn't trying to be anything that it isn't"" ""steak wasn't bad","- Went back for lunch and had very boring salmon and pasta"" ""service was attentive, menus were nice (on iPads no less), and noise was minimal.",
Angelia's Pizza of North Fayette,58.11226489,41.88773511,54.56069314,45.43930686,- reviewer was surprised to find that the pizza shop was more like a sit down restaurant,- the service and convenience stepped up to the plate and knocked a 4th star onto this review,- the reviews are grammatically correct and provide clear context.
Antojitos Mexican Restaurant,58.09868421,41.90131579,47.04775828,52.95224172,- I'm really torn between giving them a 3 and a 4 rating,- if they hadn't been stingy with the chips and salsa I'd have given them a 4,- the food was bland and mediocre.
Al's Cafe,58.09639414,41.90360586,50.12001509,49.87998491,- this review is based on both the most current AND all prior experiences,"- the only ""drawback"" to Al's Café is the menu",- the only other 'negative' about the place is the price of (alcoholic) drinks.
AMC Loews Waterfront 22,58.07231041,41.92768959,48.62304979,51.37695021,- I've never had an issue while I was at an AMC in the pf area,"- the seats are super comfy, they recline back a little bit","- the concession stand is very big, and the concession stand is very big."
4 Wood Grille,58.01741998,41.98258002,49.34883307,50.65116693,"- yelp review: ""the way this place is set up is schizophrenic",- I was schizophrenic,"- I've never been disappointed with the food here"" ""the food almost reached average for a comparable place,"" reviewer says."
Andy's Sushi Bar,57.99380466,42.00619534,52.3425656,47.6574344,"- Andy the Sushi Guy is fast, entertaining, friendly and does not skimp on ingredients",- his special of the day is usually a AUTO make extraordinaire,"- ""what's not to like about more ingredients that you can stick on the outside of a sushi roll?"""
Atlas Transmissions,57.84786034,42.15213966,46.23716954,53.76283046,"- reviews: ""literally busted out all this stuff into the middle of the road"" ""i ironically enough broke down across from this place","- since I didn't know what the problem was I went in looking for help"" ""they just went above and beyond to help me out and did it with a smile""",
941 Saloon,57.78038194,42.21961806,58.24950397,41.75049603,"- the 941 is a great bar with awesome bartenders, and it's set up is pretty sweet too",- bartender is clearly a part of the community but totally unfriendly to the LGBTQ agenda,- bartender made fun of every jukebox selection to other employees.
Alto Lounge,57.72278912,42.27721088,63.92857143,36.07142857,"- reviewer: ""this place had potential when I saw it"" ""the concept is great and lacking on Walnut, a decent priced lounge catering to the just out of college crowd"" ""the staff, at times, can be kind of cold and don't think you'll be able to have any sort of conversation""",,
#1 Cochran Buick GMC of Robinson,57.69007789,42.30992211,52.25240893,47.74759107,"- reviewer: ""this place SUCKS","- all they care about is the sale, not YOU!"" reviewer: ""I was first on the list for a test drive on a car that was a solid deal"" reviewer: ""they asked me to have a seat in the waiting room because someone is buying the car""",
"Alexandra S. George, DDS",57.64481707,42.35518293,51.98194928,48.01805072,- the entire staff is excellent and provide the best dental care you can receive,- my daughter also did her orthodontics with Dr,- George and has the most beautiful smile
Animal Friends,57.60537348,42.39462652,54.56842818,45.43157182,- a 3-month-old chihuahua was rescued from a cage by an animal friend employee,- the worker told us not to touch the animals every time,"- ""this place needs to receive an extreme staff and policy makeover,"" the owner says."
Asian Garden,57.57786195,42.42213805,53.253367,46.746633,- white oak is probably the best Asian fusion restaurant in town,- the food is not good at all,- Delivery took over an hour and we live not even a mile away
Alchemy N' Ale,57.55437217,42.44562783,52.64925056,47.35074944,"- skillet-seared scallops with bacon on honey-sriracha polenta were good, if somewhat over-sweet","- when the final check came, there was no ""hey, sorry about your dinner, we took one of your cocktails off the check"" sort of gesture.",
Agave Mexican Grille,57.55173993,42.44826007,55.21461871,44.78538129,"- Agave just opened recently, a welcome replacement to the Original Hot Dog Shop",- food quality is about par for the course for a teamed sort of place,"- refried beans and rice is a little bit low, but it's still delicious."
A to Z Quality Electric,57.54572969,42.45427031,43.62595691,56.37404309,- a to z electrical installed 4 new dimmer LED lights in a home that was flickering,- CNN's johns utter had to wait a couple of days and use our electric sparingly,"-S utter: ""the only thing that was uncooperative was the weather"""
1902 Tavern,57.5401446,42.4598554,50.03992507,49.96007493,- the 1902 tavern received the first liquor license in western Pennsylvania in 1902,"- the best day to go is on any Thursday on ""Market Street Thursdays"", from June to August",- the food offerings seemed to be just about as old as the subway tiles and woodwork.
American Income Life Insurance,57.52844888,42.47155112,50.15056022,49.84943978,"- reviewer: ""free child safety kits"" are a trap by this company to get your information","- ""why would you buy a life insurance for yourself to help your kids pay for funeral arrangements?"" ""I'm totally freaked out how this company has every piece of information about me""",
August Henry's City Saloon,57.51467382,42.48532618,57.32478632,42.67521368,"- I struggled to find something open that looked even remotely appealing, and it wasn't that late at all, about 8pm",- the atmosphere: standard,- Nothing special whatsoever
Acoustic Music Works,57.50857534,42.49142466,56.94465488,43.05534512,"- reviews: ""beautiful shop, great instruments, but horrible customer service"" ""I really want to love this shop, but there owner is such a jerk most of the time"" ""I wish them luck and hope they change their tune (pun intended)",,
365 Hospice,57.43697479,42.56302521,50.51509493,49.48490507,- 365 hospice is committed to hiring caring and compassionate employees,- my mother lay dying in her bed at Washington County health center from August 10 through August 13th,"- 365 hospice had only two, only two nurses on call for the weekend."
1889 Cafe,57.42535965,42.57464035,57.45254292,42.54745708,"- review: ""I ruined the salad by getting calamari on it"" ""I was expecting fresh calamari, but apparently it just came out of the freezer and tasted super fishy"" ""this meal took like 45 minutes to make and everything was terrible""",,
Angelo's II,57.41823101,42.58176899,54.03982684,45.96017316,"- reviews: ""wow...nice folks, but the food was terrible"" ""the onions on the top of the pie were cold, and the anchovies were directly out of the can"" ""if you want delicious you'll have to pay a little more,"" says one reviewer.",,
Animal Advocates Thrift Shoope,57.41630897,42.58369103,55.05411255,44.94588745,"- I'm allergic to cats, so I was pretty much fighting the sniffles and hacking the rest of the afternoon","- this place is a must-go to place as it's a good cause, and they have some really nice things",- they also have some pet supplies too so you can buy clothes for your dog without feeling guilty you bought clothes for your dog.
American Airlines,57.40344014,42.59655986,48.5684716,51.4315284,- cnn.com's report boot camp challenges reporters to be more flexible,- ireport.com: do you fly with a company that uses American Airlines? ireport.com: do you fly with a company that uses American?,
Antonio's Pizzeria,57.39806548,42.60193452,54.3735119,45.6264881,"- reviews: pizza was a little soggy, but you got generous toppings",- sauce was ok but too much crust,- wings were large and the buffalo was hot
Arsenal Park,57.34588068,42.65411932,58.56423611,41.43576389,"- the park has a basketball court, baseball diamond and 4 tennis courts",- it was established as an industrial site in 1862 for the making of munitions,"- 78 lives were lost, mostly young female workers during the civil war."
Allegheny County Custom's,57.32165404,42.67834596,48.20027195,51.79972805,- do yourself a favor and give them a try,- you won't be sorry,"- I love this place, they do excellent body work and service, plus they price everything reasonably"
Advance Auto Parts,57.3147134,42.6852866,51.54953146,48.45046854,- it's been a little over two years since I got a new battery from Advance Auto in Marysville,- a few weeks ago I tried to start my car and it wouldn't start,"- I got a new battery from Advance Auto, and it came with a 3-year warranty."
Atlas Dental Specialists,57.28123952,42.71876048,51.98806703,48.01193297,"- review: ""I was looking for a dentist and found Dr","- Duncan-Friedman online"" review: ""I'm afraid her appointment book is going to explode faster than you can say"" ""she puts even the hugest scaredy-cat (*cough* me*cough* me*cough* me) at ease""",
American Cafe,57.25781642,42.74218358,46.85602472,53.14397528,"- if you don't give the American café at least 3 stars, then you're just a commie pinko spy",- the American is a great classic dive bar,"- the smoke in there though is a killer, and it could use a little sprucing up."
A&L BMW,57.2553642,42.7446358,43.83774076,56.16225924,- cnn.com's report boot camp challenges reporters to write a review,- ireport.com: what do you think? Share your thoughts with CNN report,- ireport.com: share your experiences with CNN report.
American Laser Skincare,57.22582973,42.77417027,45.30844156,54.69155844,- reviewer's legs have a weird pattern of hyper and hypo pigmentation,- American laser center isn't the location's fault as much as it is the entire company's fault,"- the staff is awesome, however the product isn't."
Appliance Warehouse,57.17924702,42.82075298,51.76905418,48.23094582,"- appliance warehouse is a great place to buy quality, used appliances",- they recycle people's appliances by fixing them and selling them at reduced rates,- they recycle people's appliances by fixing them and selling them at reduced rates.
A Peace of Eden Spa,57.15533146,42.84466854,45.19418386,54.80581614,- peace of Eden spa is a must-visit for anyone seeking a relaxing spa experience,- the spa is a must-visit for anyone seeking a relaxing spa experience,- the spa is a must-visit for anyone seeking a relaxing spa experience.
Angie's Restaurant,57.02384696,42.97615304,55.59224319,44.40775681,"- the service was slow, and the kitchen matched its pace",- the Alfredo was cold - it tasted better microwaved the next day,"- the spinach rolls were ok, not great but the high point of the meal."
Allstar Arbor Tree Service,57.00618341,42.99381659,55.50532725,44.49467275,- cnn.com's report boot camp challenges you to rate a tree removal company,- cnn.com's report boot camp challenges reporters to rate a tree removal company,- cnn.com's boot camp challenges reporters to rate a tree removal company.
ALDI,57.0058215,42.9941785,49.81239515,50.18760485,- Aldi and bottom dollar are like long-lost siblings,- both are discount grocery stores where you bring your own bags and bag your own groceries,- at Aldi you need a quarter to get a shopping cart that is returned once you return the cart.
Aldo Shoes,56.99894593,43.00105407,50.00744048,49.99255952,"- Aldo has a great selection of shoes, more jewelry than the other stores in Pittsburgh",- the staff were truly upbeat and attentive to everything that was going on in the store,- the staff was truly upbeat and attentive to everything that was going on in the store.
Asian Star,56.97058824,43.02941176,54.89433551,45.10566449,- reviewer was pleasantly surprised with the food at Asian Star,- fried rice was a little too oily,- fried rice was too greasy and breaded
Angelias Italian Grille,56.91280864,43.08719136,52.09670782,47.90329218,"- the food is always very good, and the service is super friendly","- the flavor selection is not wide, and there's nothing there that even comes close to satisfying my need for sheer burning spiciness","- even on the tightest recent-graduate budget, Tuesday night at Angelia's is affordable."
Ace's Breakaway and Play,56.89415709,43.10584291,43.72605364,56.27394636,"- if you enjoy pinball or arcade games, you should definitely stop in on your lunch break or after work","- if you work downtown, and you enjoy pinball or arcade games, you should definitely stop in on your lunch break or after work.",
Arhaus,56.83714286,43.16285714,57.44735931,42.55264069,"- I have furnished 90 percent of my home with Århus items including a sectional sofa, chair and ottoman, accent tables, lamps, dining table and chairs, etc",- I have tried a variety of different furniture cleaners and polishes and cannot restore the surface without smudging and streaking.,
