company_name,positive,negative,factual,opinion,summary1,summary2,summary3,stars
Anthony's Coal Fired Pizza,62.71984127,37.28015873,60.25582011,39.74417989, the meatball pizza was very good, the wings are meaty and a totally different texture," the salad pizza looks good, although I haven't tried it",2.5
Anthony's Pizza,54.01231295,45.98768705,51.58901338,48.41098662, my son was playing in a baseball tournament in the area and Anthony's was one of the sponsors, I stopped in the shop around 530 before the game to grab a menu, I told the woman behind the counter that I would be returning after the game to order about 6 pizzas.,3.5
Anthropologie,58.31998018,41.68001982,57.56651531,42.43348469, the jewelry lineup here during my last visit did not impress me; there were just too many bug necklaces and rings for my taste, on closer inspection 99.9% of Anthropologist clothes are just not for me, the ultimate dealbreaker is just that all the clothes and accessories are entirely too expensive!,2.5
Antique Mall Ohio River,60.6750744,39.3249256,55.93035714,44.06964286, reviews not bad  a ton of stuff but nothing particularly high end," store was messy, dirty and cold  there seemed to be almost no heating", love this place it is huge,4
Antiques & Uniques of Bellevue,59.11666667,40.88333333,49.6625,50.3375, vintage stuff is after all more interesting than anything at Macy's or Crate & Barrel, I almost made the mistake of driving by thinking it was too small a shop, I found a couple of great fountain pens that I haven't seen before.,1
Antiques of Shadyside,63.03813647,36.96186353,51.80601938,48.19398062, antiques of shady side is one of the best ring stores in the U.S., a married couple helped a couple find a ring at the store, the store has a great selection of antiques and fair prices.,5
Antney's,69.16071429,30.83928571,54.6387921,45.3612079, best ice cream in town lists include a chocolate cookie crumble and cafe mocha sundae," the ice cream is silky, rich, creamy, and bursting with real flavor", ice cream is available in a rotating list of flavors that apparently changes often.,3.5
Antonio's Pizzeria,57.39806548,42.60193452,54.3735119,45.6264881," reviews pizza was a little soggy, but you got generous toppings", sauce was ok but too much crust, wings were large and the buffalo was hot,3.5
Antoon's Pizza,61.87730612,38.12269388,56.83910534,43.16089466, the Anton's large plain pie is less than 5 dollars, the large cheese pizza is $6.00 plus AWESOME! Pizza is actually very good and can't beat the deal, the pizza is actually very good and can't beat the deal.,4.5
Anya Salon,61.779326,38.220674,54.16716771,45.83283229,  I hate getting my hair cut because no one ever seems to get it right I felt like a rock star when I walked out of the salon the staff was really friendly and did a great job on my hair,,,5
Anytime Fitness,56.60338077,43.39661923,55.8849697,44.1150303,  was upset to see the COMPLETELY FALSE review written by Amy," the only thing I hate more than lying is skim milk, said the one and only great"," the only thing I hate more than lying is skim milk, said the one and only great.",4
Anytime Tan Tanning Club,58.1867618,41.8132382,46.3154027,53.6845973, 's daughter and I have been to anytime tan 3 times each for a spray tan," the place is clean, but there has never been any paper towels, hair nets or barrier lotion"," I'm not a proponent of tanning salons, but a quick dash of color and clear skin might help remind him there is life out there.",5
Apex Auto Service,61.14148239,38.85851761,44.29429429,55.70570571, CNN's Nina dos Santos gave this place five stars, she used the bathroom three times during her threeandahalf hour visit, dos Santos I am not in the business of revealing to men I don't know what I do in the bathroom,3.5
Apollo Cafe,61.40962598,38.59037402,56.34849562,43.65150438, apollo is one of the best breakfast spots in downtown Pittsburgh, apollo opens early for those early workers to have a hot meal before starting the morning shift, no dinerlike service would complete without the fast talking alwaysinahurry blunt order taker,2
Apple Inn,59.37214646,40.62785354,52.36373737,47.63626263, the apple is decent if you live within walking distance but nothing to write home about, the decor was perfect for a neighborhood barnot too many gaudy signs like Jacks or blinding neon, the only negative was the men's roomsmall and in need of an update.,4
Apple Store Shadyside,64.68551587,35.31448413,55.84325397,44.15674603, this is my goto Apple Store in the city," it's centrally located in the bustling heart of Shady side, and it's Apple what more can I say but GREAT! + Awesome service"," Friendly, knowledgeable staff",4.5
Apple Store,56.36143194,43.63856806,52.67776122,47.32223878, 's daughter's iPhone 6 Plus got smashed at prom, the store gave her a replacement and set up new Apple ID (we were sharing one)  I didn't really get the understanding and helpful ear that I'd expected from a store known for their customer service,,3.5
Applebee's Neighborhood Grill & Bar,58.10687831,41.89312169,57.91858466,42.08141534,  don't eat here unless u got some spare time to blow the staff appears to be constantly changing as does the managers which should tell you something the manager apologizes and asks me if I want to take this pathetic piece of beef home with me,,,4
Applebee's,56.58539377,43.41460623,44.98778999,55.01221001,  I cannot remember ever having a good meal at any Applebee's anywhere the manager was berating the hostess in front of all the customers the place was stuffed with people because of happy hour and their specials,,,4.5
Applewood Smoke Burger,68.63589159,31.36410841,59.49189463,40.50810537, I've been to HSBC twice and got the applewood burger both times, the fries are pretty decent but not nearly as good as the burger and the menu are a little on the pricey side, I've had the applewood burger twice and the applewood burger both times.,4.5
Appliance Service Center,48.1307616,51.8692384,49.31074481,50.68925519,  was charged $278.14 for a 30minute call for a service call on both appliances, he was shocked at the price of being charged for a service call on both appliances, he told me my washer just needed to be cleaned!,3.5
Appliance Warehouse,57.17924702,42.82075298,51.76905418,48.23094582," appliance warehouse is a great place to buy quality, used appliances", they recycle people's appliances by fixing them and selling them at reduced rates, they recycle people's appliances by fixing them and selling them at reduced rates.,3.5
Aprimo Pizza,53.51289683,46.48710317,50.90223665,49.09776335, review pizza was laden with unevenly melted blobs of the worst mozzarella I've ever tasted, the pizza was laden with unevenly melted blobs of unevenly melted blobs of mozzarella, the pizza was laden with unevenly melted blobs of the worst mozzarella.,2.5
Apsara Cafe,63.5866411,36.4133589,50.85168916,49.14831084, Moran chia around is an original stirfry of vegetables in a lemongrass sauce," the noodle was perfect, with the short spongy rice noodles standing out"," I got my pad thai at a 9, and it was almost too hot for me to handle.",5
Apteka,61.12480575,38.87519425,62.26831502,37.73168498, Apnea isn't a good vegan restaurant, it's a good restaurant, there's no meat on the menu,5
Aptive,60.8514379,39.1485621,47.56605529,52.43394471, Sam Brooks did an excellent job! He took time to explain the treatment plan and made sure he met my needs, Active exceeded what my previous pestcontrol provider did for a better price! Highly recommend," he was very thorough, and did not appear rushed.",5
Aqua-World Pet Super Center,58.93991628,41.06008372,52.57198974,47.42801026," a male and a female cichlid died within a week, after the refund period"," molly fry died within a week, after the refund period, with a parasitic disease", I would highly recommend this company to anyone,5
Aracri's Greentree Inn,62.21367521,37.78632479,52.57692308,47.42307692," the owner and his employees are the best!!! They are kind, friendly, and easy to talk to people"," the food was cooked well, but lackluster", I got veal pi?ta which mostly had the flavor of flour and beef broth.,4
Arancini House,66.63839787,33.36160213,56.37429854,43.62570146, the Francine is delicious  we never go without ordering an all burro, the service is great and everyone who works there is so friendly, the Francine is delicious  we never go without ordering an all burro.,5
Arbors B & B,62.69290123,37.30709877,58.7345679,41.2654321, summarize the following reviews into 3 distinct bullet points that are grammatically correct and provide clear context, you can basically come and go as you please so it was very easy," the prices are very reasonable, and you are not too far from all the action.",4
Arby's,55.55814229,44.44185771,55.36020589,44.63979411, Arby's is definitely king of the fast food joints on the Blvd," however, it's still fast food, which explains the mediocre rating"," the staff here is very nice and very fast, and on the whole, the food is better than elsewhere by the river.",5
Arcade Bakery & Cafe,66.55257937,33.44742063,57.08994709,42.91005291, the downtown Macy's (formerly Kaufmann's) has been a fixture in my life for as long as my 35yearold brain can remember, the Arcade Bakery is virtually a historic landmark to its devotees," the prices are low, considering the fine quality and taste.",3.5
Arcade Comedy Theater,58.83655722,41.16344278,52.11345853,47.88654147, arcade is a small theater that hosts a variety of different types of comedy shows, the theater itself is quite small (probably only holds about 50?5 people) the downside is that you're packed into the theater like sardines with not much room to move.,,5
Archie's,58.76190476,41.23809524,50.05097002,49.94902998," the food was very good, but the food was served in plastic baskets with wax paper", the waitress/bartender was distracted waiting on other customers, the quality of the wings alone clearly made up for any service problems.,3.5
Ardolino's Pizza,66.16720164,33.83279836,54.24963925,45.75036075, review pizza was some of the best I've had in ages, delivery was on time and didn't take too long," pepperoni rolls are mediocre to good, but perhaps it is just my personal taste.",3
Area 51 Bbq,62.725667,37.274333,50.35046113,49.64953887, Area 51 is a new local barbecue restaurant, the ribs themselves are a perfect balance of tender fall off the bone combined with a chewy seasoned smoked top layer, the mac n cheese was very cheesy and silky.,2.5
Arefa's Espresso,62.77770147,37.22229853,55.44351263,44.55648737, reviews coffee was indeed better than any I have had in Squirrel Hill, the latte at Area's this morning was one of the worst I've had in a while, Area's gives you free wireless for 2 hours with each purchase.,4
Arendosh Heating and Cooling,58.64288263,41.35711737,51.27360562,48.72639438, Aren dosh installed a new furnace and added in a new central air unit, the maintenance team is a joke and calls tenants asking them to help do their jobs, if you are a potential tenant be aware! You're adding a huge chunk to your living expenses.,4.5
Arhaus,56.83714286,43.16285714,57.44735931,42.55264069," I have furnished 90 percent of my home with ?hus items including a sectional sofa, chair and ottoman, accent tables, lamps, dining table and chairs, etc", I have tried a variety of different furniture cleaners and polishes and cannot restore the surface without smudging and streaking.,,3.5
Armand's Bar,56.00453515,43.99546485,52.7845805,47.2154195, Armand's is the home of some of the cheapest PBR pounder 6 packs ever," the bar itself is small, and would be considered a cozydive bar if the patrons weren't smoking like chimneys"," the cornmeal breading is phenomenal, and it isn't greasy like some others.",5
Armature Tattoo Co.,67.86080586,32.13919414,62.7026862,37.2973138," I can't recommend Kate and Armature enough, says CNN's Nina dos Santos"," if you like strong tattoos from someone that understands traditional American tattooing he is your guy armature is my goto artist, I recommend her every time without question",,3
Armstrong's,61.35025063,38.64974937,57.27548037,42.72451963," reviews the food is always amazing no matter what you get I like to try Italian sausage when I go different places, says one ", I got them anyway and they were just fine," not bad, not great...but fried shrimp",4.5
Arnold's Tea,64.23422308,35.76577692,58.44805092,41.55194908, Arnold's Tea is a great place to have a late lunch on the north side, there is street parking along with a parking lot on a diagonal behind it, there is a parking lot on a diagonal behind it.,1.5
Around the Bend Books,82.43394886,17.56605114,68.15340909,31.84659091," if you're ever in the area, I recommend stopping by around the bend book", the staff has always been very nice while I browsed at around the bend book, I met many interesting people and had great conversations.,2.5
Arpino Trattoria,54.47114337,45.52885663,50.2588554,49.7411446,"  this was a nice little BYOB Italian restaurant that I would like to eat at again I had a cup of wedding soup with my meal, and was not impressed, bland and had the penne vodka the bread was a little disappointing, and the bread was a little disappointing",,,1.5
Arriba,65.34457672,34.65542328,59.97089947,40.02910053, the wait staff is very knowledgeable and friendly," service was excellent, and the ambiance is artsy and cozy"," they also had a large birthday party of 60 going on downstairs, but were still able to attend to us upstairs without an issue.",4
Arriviste Coffee Bar,61.20159484,38.79840516,58.2444649,41.7555351, reviews Wonderful place to sit and enjoy a latte or espresso," atmosphere is good, not much seating, pricing is fair"," there's one for expresses and lattes, coffee, tea, and the few sweet desserts.",5
Arsenal Bowling Lanes,58.99399439,41.00600561,55.53506375,44.46493625, the bowling alley at arsenal bowling alley is one of the best in the city, the bowling alley has a lot of great daily specials and themes, the bowling alley's DJ miserable is a total drag and miserable.,4
Arsenal Cider House & Wine Cellar,72.35433378,27.64566622,60.90196078,39.09803922, 1000% will be back this week, we are excited about their summer patio to open," the service is great, and the product, no matter what flavor, tastes fantastic",3.5
Arsenal Park,57.34588068,42.65411932,58.56423611,41.43576389," the park has a basketball court, baseball diamond and 4 tennis courts", it was established as an industrial site in 1862 for the making of munitions," 78 lives were lost, mostly young female workers during the civil war.",2.5
Arsenal Strength - Crossfit 1812,64.77956744,35.22043256,61.30155955,38.69844045," I've never CrossFit in my life, and I am very glad I chose arsenal as my 'box' not only do you get to rock their swag, but they have such a huge cult following and everyone is a motivator regardless of the level you are.",,,4.5
Art F X,61.44460979,38.55539021,54.17609127,45.82390873," I've always had issues with piercing my ear, and the Pierce Jenny has been the most helpful"," she uses the wrong gauge in multiple piercings, too short of jewelry, and still uses clamps", I would definitely recommend Jenny for a piercing of any kind.,4.5
Art of Steel,50.92987089,49.07012911,42.4490275,57.5509725, a clerk popped up from under the counter and said something like 'you can just ignore me back here' a woman popped up from under the counter and helped a woman and her husband," since she'd bought 8?0 stones, she wasn't going to take the time.",,5
Art's Tavern,58.48055556,41.51944444,58.10222222,41.89777778," sadly there are only 2 bartenders that are decent, the others are slow and rude", music is mostly 2011 and older...new stuff is scattered here n there," any purse that goes in, gets checked and men are patted down  never ran into any issues.",5
Artifacts,58.4599537,41.5400463,55.65396825,44.34603175, artifacts is an admissionfree museum where you won't learn a thing," on the second floor, seated at a four hundredyearold dining table are lifesize plush dwarfs from the Disney store"," artifacts is not just an antique store, although they have some amazing antiques.",4
Artisan Pizza Company,68.40796859,31.59203141,55.41798202,44.58201798,  says the pizza tasted like sweetened tomato paste and overwhelmed all the pizzas, the pizzas are easy to bake and 100 times better than anything you can get from a pizza delivery place, the signature pies are all excellent and the price is good too.,4.5
Artisan,69.38763862,30.61236138,68.97151555,31.02848445, a friend and I got a tattoo with Sara eve and artisan tattoo," the shop is clean and cool, and you feel very comfortable there", Sara eve's work is cleaner than more experienced tattoo artists.,4.5
Artist & Craftsman Supply,61.49119544,38.50880456,53.25210813,46.74789187, artist & craftsman is the best art shop I've ever been to, staff is intelligent and totally nerdy about supplies and art which is what I wanted, prices are typical of a fine arts store and are fair.,4
Artrageous Embroidery,35.70175439,64.29824561,63.28947368,36.71052632, reviews absolutely disgrace of a company, the shirts we received did not have the correct text as requested, the same design produced on the same computer looked awful on a different type of shirt,4
Asado Mobile Kitchen Truck,66.66665243,33.33334757,60.8528898,39.1471102, Gaucho Carrillo Argentina's food truck was at a Wiggle event," the food was finished quickly, which is important for a food truck", Amado is one of the most popular food trucks in the city.,4.5
Aseoma,60.54191468,39.45808532,54.2906746,45.7093254, Aroma is vegetarian friendly and gladly substituted tofu for chicken in lo mein," I absolutely love the tacos, especially the Fire meat and the chicken"," I also tried the pad thai which was delicious, tangy, and filling.",3
Ashcroft & Oak Jewelers,68.07340543,31.92659457,68.49462366,31.50537634," Yvonne and her crew made my fianc?and I feel like we were family, and they cared about our needs", I dropped my ring off to be cleaned and shined and met a very delightful young salesgirl named Cassie, I would steal her in a New York minute if I was your competitor...she is definitely an asset to your company.,3.5
Asia Tea House,58.58942744,41.41057256,53.22335601,46.77664399, Asia tea house is one of the few places in Oakland that provides authentic Asian food for a good price," my veggies were too greasy to eat, the rice was flavorless, and my sesame chicken had so much gristle this is the absolute worst food I've had in the city",,4.5
Asiago's,63.1,36.9,55.9037037,44.0962963," the food was hot and delicious, and the salads were fresh, and the service was excellent", I would say 2 out of the 6 had some issue with their meal, my wife got the ravioli with Gorgonzola sauce and it was perfect.,4
Asian Cafe,55.21757756,44.78242244,55.73412698,44.26587302, 's experience at the wonderland of Asian caf?was never a disappointment," the food was vibrant, tasty, a hint of sweetness, and an enjoyable level of heat", the lunch special includes your choice of soup or an egg roll.,2.5
Asian Fusion Bowl,59.44873272,40.55126728,52.40053763,47.59946237, the owner reopened the doors and turned the grill back on just to make us something," our entr? was tasty, cooked to order with fresh ingredients, and lasted me three meals", overall it is similar to but way healthier than a Panda Express.,1.5
Asian Garden,50.06546717,49.93453283,56.88888889,43.11111111, the food is not good at all, delivery took over an hour and we live not even a mile away," the presentation was very nice, including big helpings of pickled ginger & wasabi, & a little plastic grass to divide the two types.",2
Asiatique Thai Bistro,55.57676968,44.42323032,58.87695072,41.12304928, not a single speck of chili on my See Ew noodles," I asked for hot sauce and was given Sriracha, while delicious, doesn't really set the tongue on fire"," the decor is fine  not spectacular, but better than average for the type of restaurant.",3
Aspen Dental,50.05869985,49.94130015,49.40123457,50.59876543, cnn.com's Jarrett Bellini gives a 0star rating to aspen dental, Bellini this is my experience, maybe it won't happen on u,4
Aspinwall Grille,65.09609788,34.90390212,64.87795414,35.12204586, the spinal has a nice neighborhood bar feel to it," the chicken wings were cooked nice and crispy, seasoning was right on", there was even a small mishap with what I considered a great dish.,2.5
Assemble,66.89918155,33.10081845,65.09300595,34.90699405, assemble is a cool community space for arts and technology in the heart of Garfield, their programs include free weekly after school help with homework on Tuesdays, they also offer a weekly 2hour technology/craft program for kids in 6th through 9th grade.,3.5
Associated Electric,51.89814214,48.10185786,50.21168831,49.78831169, the following reviews are grammatically correct and provide clear context, the company DOES NOT stand by its work, do not use these guys they have no idea about quality of trying to help a customer get their needs met.,1
Asti's South Hills Pharmacy,55.96230159,44.03769841,60.71428571,39.28571429, Anti's in south hills is a great pharmacy that goes above and beyond to help its clients, they are over the top when it comes to giving individual attention and in helping people through tough situations, this is not your normal pharmacy,2.5
At Home,65.48801491,34.51198509,61.10369318,38.89630682, the north hills at home is a great addition to the north hills, the store is huge with an awesome assortment of everything home except garbage cans, i hateeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee!,2
"At the Wall Pilates, Inc",67.05265975,32.94734025,57.58634481,42.41365519," at the wall Pilates is a beautiful studio with positive, professional and encouraging instructors", all the instructors have been fantastic and seem to really care about me and my fitness goals, I've been a client for 5 years and still look forward to every session.,3.5
Atch-Mont Real Estate,52.17948718,47.82051282,32.94871795,67.05128205, Catchment is solid, Been renting with them for 4 months, they are easy to work with and fixed things very quickly when reported,4
Athleta,60.82213763,39.17786237,55.37692193,44.62307807, Athlete offers a reserve in store option where you can select up to five items online, I am obsessed w their products," they wash well, wear well, and super chic",5
Atlas Dental Specialists,57.28123952,42.71876048,51.98806703,48.01193297, review I was looking for a dentist and found Dr, DuncanFriedman online review I'm afraid her appointment book is going to explode faster than you can say she puts even the hugest scaredycat (*cough* me*cough* me*cough* me) at ease,,2
Atlas Game Exchange,53.91925111,46.08074889,40.38432594,59.61567406, reviews Atlas' turntable was treated to toptobottom maintenance by their repairmen, Galaxies found nothing wrong with the mechanics of my tape duplicator, I gave Atlas Audio Repair my fender tube amp when it started giving me trouble on tour.,4
Atlas Transmissions,57.84786034,42.15213966,46.23716954,53.76283046, reviews literally busted out all this stuff into the middle of the road i ironically enough broke down across from this place, since I didn't know what the problem was I went in looking for help they just went above and beyond to help me out and did it with a smile,,1
Atria's Restaurant,53.58889448,46.41110552,58.09160519,41.90839481,"  says crab bisque was deliciously creamy, generous with the crab meat coconut shrimp (with a nice crunchy, coconuty breading) was also very tasty",  gives southwest chicken salad with peanut dressing 3.5 stars.,,3
Atria's,59.20732355,40.79267645,50.79768446,49.20231554,"  I had the bananas foster French toast, a mimosa of some sort, and some pot roast nachos crime against potatoes soggy, limp, lukewarm, unseasoned fries the crab bisque was amazing, and the roasted special was cooked to perfection",,,3.5
Au Bon Pain Co,56.55564404,43.44435596,53.59932206,46.40067794, reviews of AU on pain on Bristol are grammatically correct and provide clear context," the food was good, but the service was not good", the staff are friendly and learn a lot of the customers names.,2.5
Au Bon Pain,54.47263072,45.52736928,53.2340372,46.7659628, if you're looking for a quick cup of coffee or breakfast in downtown this isn't a bad place to check out, the prices weren't as outrageous as I thought they would be based on other reviews, the women behind the counter making the salads and sandwiches really do have the most terrible attitude.,1
Audi Pittsburgh,58.90799663,41.09200337,46.87676768,53.12323232," reviews this dealership is horrible at responding to people the best customer service I've had in a long time, says owner"," the staff at Pittsburgh Audi is first class, says owner pat the service manager.",,3
August Henry's City Saloon,57.51467382,42.48532618,57.32478632,42.67521368," I struggled to find something open that looked even remotely appealing, and it wasn't that late at all, about 8pm", the atmosphere standard, Nothing special whatsoever,2.5
August Wilson Center For African American History,59.54371929,40.45628071,50.87927192,49.12072808, this review is limited to the concert given by Broadway Tony winner Kelli O'Hara, she sang at Sunday's wedding of Phillipa so to Steven Pasquale, she sang a tender song at the end but was given a callback to sing I could have danced all night,4.5
Auntie Anne's,55.19411376,44.80588624,55.0271164,44.9728836, the salt pretzel that I got was soft and slightly sweet on the interior with a slight crunch on the exterior, the salt pretzel that I got was soft and slightly sweet on the interior with a slight crunch on the exterior.,,5
Auria Salon,70.27587891,29.72412109,73.29861111,26.70138889," Callie is awesome!! Great personality, easy to talk to, and you just have to trust her advice as you consult with her on what you're looking for", I have been coming here for about a year and will continue to do so.,,4.5
Auto Addictions,66.66666667,33.33333333,61.54166667,38.45833333, reviews unprofessional sloppy work, Install was not checked for accuracy and cost was miss quoted, '03 Audi all road and they did a great job tinting all the windows,4.5
Auto Asylum Car Care Center,55.76262626,44.23737374,33.75252525,66.24747475,"  bought a Groupon for this place, but their number is disconnected", Groupon and I have both tried contacting the company and have both failed, car looks like new! Much better job than other detailing I've had done.,4
Auto Bathouse,50.13425926,49.86574074,49.29293854,50.70706146, reviews the worst car wash I've ever been to," I paid 21 dollars to get the car washed, towel dried, and vacuumed"," in both Chicago and San Diego, I got the same exact service for about $10.",4
Auto Colors of America Llc South,61.28787879,38.71212121,61.03754941,38.96245059,  says he was totally impressed with the work done by Pete at Auto colors," I would recommend this place to anyone, just wish it wasn't so far away, he says"," I hit a deer last fall and yes it jacked my car up big time, he says.",3.5
Auto Glass Now Pittsburgh,60.43906722,39.56093278,46.10007079,53.89992921," reviews super quick, in and out in under an hour"," super affordable, professional and friendly staff", I got in my car hours later and find glass everywhere and the rubber piece that holds the windshield in place I've never met a district manager who sounded so conceited,3.5
Auto Image,62.4696762,37.5303238,49.66693248,50.33306752, CNN's Nina dos Santos reviews are grammatically correct and provide clear context, this place did my tint and hooked up all my stereo equipment," over a year later and my tint still looks perfect, and my sound system sounds perfect.",4
Auto Palace Porsche,61.48744896,38.51255104,55.59692978,44.40307022, auto palace is a fine establishment that treats its customers well and with respect, I have had my new Cayenne in for service a few times since and has always taken excellent care of me I can recommend Auto Palace without reservation,,3.5
Auto Shower,44.82954545,55.17045455,63.06818182,36.93181818, reviews $20 is too much to throw away and there is no way to contact the owner, a sign said call 911 for crimes and leave a note in the maillot to contact the company, one night is parked too close to a power line and got crapped on by a bunch of birds.,4
Auto Zone,55.4978355,44.5021645,67.92207792,32.07792208, cnn.com readers can summarize the following reviews into 3 distinct bullet points, summarize the following reviews into 3 distinct bullet points that are grammatically correct, summarize the following reviews into 3 distinct bullet points that are grammatically correct.,4.5
AutoZone,59.70065919,40.29934081,40.93068127,59.06931873,  was in need of a new rear wiper blade, she purchased the blade and went outside to install it, after the employee retrieved the right blade you would have thought I was duping you,3.5
Autoality,66.54734848,33.45265152,54.76244589,45.23755411, Actuality is a onestop shop for everything to detail your car, prices are competitive but what really sets them apart is their knowledge and service, Actuality has all the highend brands that can usually only be found on the internet.,4
Autoland Of Pittsburgh,68.13888889,31.86111111,55.96180556,44.03819444," reviews smooth transactions, efficient, no drama and courteous", if you need a car/truck or need delivery of a car, this is the place to go/call owner is down to earth and great to work with.,4
Autozone,56.61736412,43.38263588,53.14353856,46.85646144," awful experience, employees are lacking in customer service and genuine human decency"," a knowledgeable guy took care of the test, battery purchase, and installation in less than ten minutes"," awful experience, employees are lacking in customer service and genuine human decency.",5
Avalon Alterations,66.30217832,33.69782168,53.83586626,46.16413374, I needed to have pockets added to a suit, Admittedly life got in the way and I put it off until a week before I needed to wear it, I frantically started looking for local shops one was away on vacation,3.5
Avalon Exchange,55.27465278,44.72534722,52.97592593,47.02407407, Avalon exchange consistently has a good selection of used clothing, it's a bit more expensive than goodwill or the salvation army, Avalon also has a sale section that takes 50% off everything in that rack.,2.5
Avalon Lifestyles Nails & Spa,51.22409688,48.77590312,50.7997785,49.2002215,  was killing some time in the mall and decided to get her nails done," she asked for a French manicure, with her nails square and the white tip thick", but the white tip on her left hand is WAY thicker than my right hand,4
Avalon Motel,51.68176329,48.31823671,47.63285024,52.36714976, this motel looks like it hasn't been cleaned (or furnished) since the 80s," if you're looking to indulge your sense of urban adventure, don't stay here"," the only good thing about the motel is, no one has gotten murdered here.",4
Avalon Veterinary Hospital,55.65682364,44.34317636,51.38937548,48.61062452, I took my last cat there about two years ago because he cried constantly, the vet simply wrote meows too much on on the chart and prescribed Valium, I will not be returning to AVH.,3.5
Avenue B,61.62440074,38.37559926,56.84261959,43.15738041,  I was very underwhelmed by Avenue B tuna sashimi was perhaps the most disappointing part of the whole meal tuna and roe Nigeria was an ambitious take on the Japanese classic.,,,5
Avenue E Salon,60.28626861,39.71373139,65.70634921,34.29365079, 's experience with a hair stylist was overall very bad, some comments were fairly insensitive  particularly a bit sexist, some comments were directed at people being too sensitive about his comments,4
Avila Construction,55.23624698,44.76375302,48.2505013,51.7494987, repointing is the process of removing deteriorating mortar from the joints of a masonry wall and replacing it with new mortar, it's supposed to last for at least another 50 to 100 years," if you own or are planning on buying an old house that needs major renovation, contact Avila Construction.",3.5
Avis Rent A Car,48.45183176,51.54816824,49.6027336,50.3972664, the minivan we got is smaller than what we wanted, the automatic lift gate DOES NOT WORK, we will be cramped because we did not give you what we reserved,4
Avis,57.56871345,42.43128655,67.47076023,32.52923977, reviews Terrible service all three times I used it, I realized when filling it up the rear passenger lug nuts were lost, I tried to call customer service,4.5
Avonworth Community Park,57.32407407,42.67592593,56.5,43.5, I rented the cabin for a sweet 16 birthday party, there decorating criteria is so limiting that you can only decorate using tablecloths and linens," when a spill occurred, we had to dig in to our napkin stash to try to clean it up.",4
Awesome Books,61.7631843,38.2368157,55.73188232,44.26811768, the unique part of the store is the three cats lazily walking around," the store rocks, and it's fully of amazing finds, but the cats are very used to people"," the best part of the store is the cats, who seem to be very used to people.",4
Azan Wok,71.11049784,28.88950216,55.82251082,44.17748918," I've never dined in, always ordered carry out, and they're so quick and my food has always been perfect"," my husband can get his typical Chinese food fix, while I'm able to have my beloved sushi.", and it's perfect!,3.5
Azure Cafe & Grill,71.36664945,28.63335055,62.65071166,37.34928834, the food was so fresh and healthy, the chef was very friendly and the service was great," most entr?s/meals/are under $10, however the chicken and steak are a couple of bucks more, understandably.",4
B & C Nails,54.56554178,45.43445822,47.85768524,52.14231476, the girl who did my gel Mani was very nice and took her time," the reason I am upset is it is less than 2 weeks later, and it's lifting and peeling badly", the manager is extremely rude.,4
B & M Automotive Services,57.37793298,42.62206702,49.53088173,50.46911827," grammatically correct, these reviews provide clear context"," if you've wrecked your car, go see tom at BPM! He's so nice, helpful, & knowledgeable, & he will walk you through the entire process"," if you've wrecked your car, go see tom at BPM! He's so nice, helpful, & knowledgeable.",4.5
B & P Locksmiths Inc,52.61002886,47.38997114,53.03841991,46.96158009, a locksmith in the Philadelphia area wanted codecut keys for $20 each," after 20 or so calls, 2 other locksmiths in the area wanted $3 each and $3.50 each", the person that answered the phone was incredibly rude.,4
B Kalanish Plastering & Drywall,51.79326923,48.20673077,38.64102564,61.35897436, do not call Brian to do any work to your house, the job will not get finished, this type of work requires followthrough and this company clearly lacks this business standard,3
B L Cream Co,49.51685855,50.48314145,43.24561404,56.75438596," for over 82 years, the BL Company has been making that topper of baked potatoes and taco salads"," for the first time today, I had some of their Snap Dip, which has a milky flavor punctuated by minced onions, salt, and...kosher gelatin?",,3
B Salon+bar,65.63321225,34.36678775,55.78188205,44.21811795,  got a cut yesterday from a barber in Pittsburgh, she was quoted a price of $65 because of her hair texture and length, a blow out has left stylists sweating in the past.,5
B&B Fired Up Goodness,58.05748457,41.94251543,51.11111111,48.88888889,"  this place may be using hotlinks recipes, but hotlinks it's not the ribs tasted like they were steaming for several days before being served the waitress had no idea what a neurons was even though it was on their menu",,,5
B&T Salon and Spa,58.09771146,41.90228854,61.83357586,38.16642414,"  was able to get an appointment the same day, which is the only reason this gets one star","  was able to get an appointment the same day, which is the only reason this gets one star","  was able to get an appointment the same day, which is the only reason this gets one star.",3
B52 Cafe,70.74161426,29.25838574,59.62102887,40.37897113, yelp  from the moment I walked in I could tell this place was going to be good the moment I had my first spoonful I was like HOLY S*% I will be making B52 a regular part of my routine whenever I'm in Pittsburgh,,,5
BCBGMAXAZRIA,54.520824,45.479176,55.28250485,44.71749515, I had a terrible experience at this BCBG Pittsburgh PA location, when I went to check out  there was a lady in front of me that was having some kind of issue, every clerk in the store was catering to this lady.,2
BD's Mongolian Grill,57.0075875,42.9924125,47.63787708,52.36212292," mix together your own bowl of meat, veggies, and saucesthen watch them splash it on a hot grill and cook it to your liking", for unlimited it is absolutely worth the price," skip out on the appetizers, even for half off during happy hour, wasn't anything special.",5
BFG Caf?69.22083333,30.77916667,66.64197531,33.35802469," a lot of people haven't gone to this place, but they seriously should"," the prices are great, but the food is better than its low price suggests", the service is fast and surprisingly attentive for how big a place it is.,3.5,
